title,author,publisher,image_url,isbn,category
열방약국 유방암 상담소,김훈하,리더북스,https://image.aladin.co.kr/product/28312/52/cover500/k482835707_1.jpg,9791190616485,['건강/취미']
데이트 어 라이브 앙코르 11,타치바나 코우시,디앤씨미디어(주)(D&C미디어),https://image.aladin.co.kr/product/31222/74/cover500/k342831253_1.jpg,9791127867706,['소설/시/희곡']
털실타래 Vol.3 (2023년 봄호),일본보그사,한즈미디어(한스미디어),https://image.aladin.co.kr/product/31224/47/cover500/k212831257_1.jpg,9791160078985,"['건강/취미', '요리/살림', '잡지']"
2023 산업안전산업기사 실기[필답형+작업형] + 무료동영상 + 스마트북,최윤정,구민사,https://image.aladin.co.kr/product/31089/0/cover500/k642831832_1.jpg,9791168751965,['수험서/자격증']
부동산 경매 단기투자의 기적,엠제이(장재호),길벗,https://image.aladin.co.kr/product/31132/25/cover500/k232831941_1.jpg,9791140703388,['경제경영']
쉽게 배우는 소프트웨어 공학,김치수,한빛아카데미(교재),https://image.aladin.co.kr/product/27465/55/cover500/k622733585_1.jpg,9791156645429,"['대학교재/전문서적', '컴퓨터/모바일']"
배지윤의 아테나 유아교육과정 : 유아교육 각론편 1,배지윤 (엮은이),우리교과서,https://image.aladin.co.kr/product/31294/84/cover500/k572832676_1.jpg,9791187642404,['수험서/자격증']
데일리 필로소피,"라이언 홀리데이, 스티븐 핸슬먼",다산초당(다산북스),https://image.aladin.co.kr/product/28542/18/cover500/k132835236_1.jpg,9791130679365,"['인문학', '자기계발']"
음식 중독,마이클 모스,민음사,https://image.aladin.co.kr/product/30934/14/cover500/893746926x_1.jpg,9788937469268,"['건강/취미', '사회과학']"
문학을 열다 - 전6권,에토프 (그림),스푼북,https://image.aladin.co.kr/product/25226/27/cover500/k932633909_2.jpg,9791165810269,['청소년']
2023 이동기 영어 기적의 특강,이동기,에스티유니타스,https://image.aladin.co.kr/product/30750/3/cover500/k172830459_1.jpg,9791169660051,['수험서/자격증']
2023 선재국어 나침판 기출 변형 모의고사,이선재,에스티유니타스,https://image.aladin.co.kr/product/30828/17/cover500/k412831173_1.jpg,9791165769789,['수험서/자격증']
"사람, 삶을 안다는 것",박명우,이엘북스,https://image.aladin.co.kr/product/10329/38/cover500/k142536481_1.jpg,9791195007899,['인문학']
위대한 경제학 고전 30권을 1권으로 읽는 책,홍기훈,빅피시,https://image.aladin.co.kr/product/31098/38/cover500/k652831534_1.jpg,9791191825763,"['경제경영', '청소년']"
기억 전달자,로이스 로리,비룡소,https://image.aladin.co.kr/product/92/64/cover500/8949120747_2.jpg,9788949120744,"['청소년', '추천도서']"
우리는 각자의 세계가 된다,데이비드 이글먼,알에이치코리아(RHK),https://image.aladin.co.kr/product/30720/58/cover500/8925577224_1.jpg,9788925577227,['과학']
나 혼자만 레벨업 7,장성락(REDICE STUDIO),디앤씨웹툰비즈,https://image.aladin.co.kr/product/31015/29/cover500/k752831316_1.jpg,9791167770707,['만화']
미국인 사용빈도 다반사 영어회화 구동사,"김아영, Jennifer Grill",사람in,https://image.aladin.co.kr/product/30987/2/cover500/8960499951_1.jpg,9788960499959,['외국어']
세계 미스터리 걸작선 01 : 살인자 외,"대실 해밋, 어니스트 헤밍웨이, G. K. 체스터턴, 안나 카타린 그린, L. T. 미드, 로버트 유스터스, R. A. 프리먼, 클리퍼드 핼리팩스",코너스톤,https://image.aladin.co.kr/product/11191/65/cover500/k462531283_1.jpg,9791187011750,['소설/시/희곡']
날씨의 아이 (일러스트 에디션),신카이 마코토,대원씨아이(단행본),https://image.aladin.co.kr/product/25447/75/cover500/k152633512_1.jpg,9791136253453,['소설/시/희곡']
워런 버핏 익스프레스,이건규,에프엔미디어,https://image.aladin.co.kr/product/31248/20/cover500/k442832264_1.jpg,9791188754809,['경제경영']
헌법학원론 (정연주),정연주,법영사,https://image.aladin.co.kr/product/31270/38/cover500/8970323333_1.jpg,9788970323336,"['대학교재/전문서적', '사회과학']"
호밀밭의 파수꾼,제롬 데이비드 샐린저,민음사,https://image.aladin.co.kr/product/30882/22/cover500/k092831285_1.jpg,9788937460470,"['고전', '소설/시/희곡']"
백년 허리 1 : 진단편,정선근,언탱글링,https://image.aladin.co.kr/product/26952/44/cover500/k872730815_2.jpg,9791197437304,['건강/취미']
광장 / 구운몽,최인훈,문학과지성사,https://image.aladin.co.kr/product/5201/7/cover500/8932027099_2.jpg,9788932027098,['소설/시/희곡']
2023 해커스 전산회계 1급 이론 + 실무 + 최신기출문제 12회분,이남호,해커스금융,https://image.aladin.co.kr/product/30621/63/cover500/k742830822_1.jpg,9791168807488,['수험서/자격증']
2023 유튜버 헝그리 스포츠 7일 완성 생활 스포츠지도사 2급 필기,한현근,직업상점,https://image.aladin.co.kr/product/30721/20/cover500/k972830247_1.jpg,9791198122209,['수험서/자격증']
맛있는 디자인 포토샵 & 일러스트레이터 CC 2023,"빨간고래(박정아), 윤이사라(포완카)",한빛미디어,https://image.aladin.co.kr/product/30935/11/cover500/k292831490_1.jpg,9791169210744,['컴퓨터/모바일']
2023 세법개론 - 전2권,"임상엽, 정정운",상경사,https://image.aladin.co.kr/product/31215/59/cover500/k582831159_1.jpg,9791161372860,"['대학교재/전문서적', '수험서/자격증']"
한국형 탑다운 투자 전략,"윤지호, 신중호, 최광혁, 정다운, 최진영",에프엔미디어,https://image.aladin.co.kr/product/31217/47/cover500/k012831155_1.jpg,9791188754779,['경제경영']
봇치·더·록! 3,하마지 아키,대원씨아이(만화),https://image.aladin.co.kr/product/30695/48/cover500/k392830841_1.jpg,9791169447102,['만화']
"어머니, 사교육을 줄이셔야 합니다",정승익,메이트북스,https://image.aladin.co.kr/product/30828/14/cover500/k182831173_1.jpg,9791160023909,['좋은부모']
2023 써니 행정법총론 핵심집약 (기출지문 암기 App 이용쿠폰 제공),박준철,지금(도서출판),https://image.aladin.co.kr/product/30860/88/cover500/k922831570_1.jpg,9791160183498,['수험서/자격증']
화성학,백병동,수문당,https://image.aladin.co.kr/product/17/31/cover500/898895100x_2.jpg,9788988951002,['대학교재/전문서적']
새 들으며 배우는 서양음악사 본문 1,허영한,심설당,https://image.aladin.co.kr/product/329/10/cover500/8989544378_1.jpg,9788989544371,"['대학교재/전문서적', '예술/대중문화']"
2023 해커스공무원 실전동형모의고사 영어 1 12회 (9급공무원),해커스 공무원시험연구소,해커스공무원,https://image.aladin.co.kr/product/30936/97/cover500/k552831493_1.jpg,9791168808690,['수험서/자격증']
저희는 이 행성을 떠납니다,최정원,비룡소,https://image.aladin.co.kr/product/31083/27/cover500/894913702x_1.jpg,9788949137025,"['청소년', '추천도서']"
미래를 읽다 과학이슈 11 Season 13,"이식, 김은호, 원호섭, 김미래, 한세희, 반기성, 이광식, 박응서, 오혜진, 김청한, 이충환",동아엠앤비,https://image.aladin.co.kr/product/31088/76/cover500/k742831831_1.jpg,9791163631224,"['과학', '청소년']"
밝은 밤,최은영,문학동네,https://image.aladin.co.kr/product/27541/91/cover500/k312835925_1.jpg,9788954681179,"['소설/시/희곡', '추천도서']"
동물농장,조지 오웰,민음사,https://image.aladin.co.kr/product/4/6/cover500/s93746005x_2.jpg,9788937460050,"['고전', '소설/시/희곡', '청소년_추천도서', '추천도서']"
나는 오래된 거리처럼 너를 사랑하고,진은영,문학과지성사,https://image.aladin.co.kr/product/30036/43/cover500/8932040443_1.jpg,9788932040448,"['소설/시/희곡', '추천도서']"
씽킹 101 : 더 나은 삶을 위한 생각하기 연습,안우경,흐름출판,https://image.aladin.co.kr/product/30828/20/cover500/8965965462_1.jpg,9788965965466,['인문학']
돈의 규칙,신민철(처리형),베가북스,https://image.aladin.co.kr/product/31010/99/cover500/k582831313_1.jpg,9791192488257,['경제경영']
해커스 토익 실전 1000제 2 LC Listening (리스닝) 문제집 (2023 최신개정판),해커스어학연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/30708/95/cover500/8965425395_1.jpg,9788965425397,['외국어']
오만과 편견,제인 오스틴,민음사,https://image.aladin.co.kr/product/43/68/cover500/8937460882_3.jpg,9788937460883,"['고전', '소설/시/희곡', '추천도서']"
불량한 자전거 여행,김남중,창비,https://image.aladin.co.kr/product/431/83/cover500/8936442503_3.jpg,9788936442507,"['어린이', '추천도서']"
게으른 완벽주의자를 위한 심리학,헤이든 핀치,시크릿하우스,https://image.aladin.co.kr/product/29941/0/cover500/k022838632_1.jpg,9791192312200,"['인문학', '자기계발']"
슈퍼 히어로의 똥 닦는 법,안영은,책읽는곰,https://image.aladin.co.kr/product/14114/43/cover500/k422532230_1.jpg,9791158360931,['유아']
진짜 수학 공부법,류승재,경향BP,https://image.aladin.co.kr/product/30956/98/cover500/8969525300_1.jpg,9788969525307,['청소년']
2023 유휘운 행정법총론 실전동형 모의고사,유휘운,메가스터디교육(공무원),https://image.aladin.co.kr/product/31088/32/cover500/k422831839_1.jpg,9791167223524,['수험서/자격증']
공학수학 1,"Dennis G. Zill, Warren S. Wright",텍스트북스(TextBook),https://image.aladin.co.kr/product/28973/2/cover500/k362836822_1.jpg,9791191679076,['대학교재/전문서적']
Brown 일반화학 (일반화학교재연구회),Theodore L. Brown,자유아카데미,https://image.aladin.co.kr/product/30814/14/cover500/k862831566_2.jpg,9791158084196,['대학교재/전문서적']
작별인사,김영하,복복서가,https://image.aladin.co.kr/product/29281/68/cover500/k122837904_1.jpg,9791191114225,['소설/시/희곡']
아주 작은 습관의 힘,제임스 클리어,비즈니스북스,https://image.aladin.co.kr/product/18228/51/cover500/s982636214_1.jpg,9791162540640,"['자기계발', '추천도서']"
이방인,알베르 카뮈,민음사,https://image.aladin.co.kr/product/21224/66/cover500/8937443848_1.jpg,9788937443848,"['고전', '소설/시/희곡', '추천도서']"
오늘의 일인분 일식,베터홈 협회,참돌,https://image.aladin.co.kr/product/19515/18/cover500/k782635825_1.jpg,9791188601233,['요리/살림']
내가 죽기로 결심한 것은 3,YUJU,네이버웹툰,https://image.aladin.co.kr/product/31147/98/cover500/k292831043_1.jpg,9791169305037,['만화']
Do it! 점프 투 파이썬,박응용,이지스퍼블리싱,https://image.aladin.co.kr/product/19483/1/cover500/k582635822_1.jpg,9791163030911,"['대학교재/전문서적', '컴퓨터/모바일']"
2023 대한민국 산업지도,이래학,경이로움,https://image.aladin.co.kr/product/30782/24/cover500/k532831266_1.jpg,9791192445199,['경제경영']
오버로드 16,마루야마 쿠가네,영상출판미디어(주),https://image.aladin.co.kr/product/31161/41/cover500/k802831142_1.jpg,9791138024358,['소설/시/희곡']
2023 해커스공무원 실전동형모의고사 한국사 1 (9급 공무원),해커스 공무원시험연구소,해커스공무원,https://image.aladin.co.kr/product/30936/97/cover500/k432831493_1.jpg,9791168809123,['수험서/자격증']
이야기를 횡단하는 호모 픽투스의 모험,조너선 갓셜,위즈덤하우스,https://image.aladin.co.kr/product/31148/89/cover500/k652831044_1.jpg,9791168125735,['인문학']
뉴! 버전업 중국어뱅크 사진으로 보고 배우는 중국문화,"김상균, 신동윤",동양북스(동양문고),https://image.aladin.co.kr/product/18788/86/cover500/k642635475_1.jpg,9791157684694,['인문학']
신카이 마코토 세트 - 전8권,"오오바 와쿠, 가노 아라타, 아키사카 아사히",대원씨아이(단행본),https://image.aladin.co.kr/product/30876/43/cover500/k832831289_1.jpg,9791169792004,['소설/시/희곡']
들숨에 긍정 날숨에 용기,지나영,자음과모음,https://image.aladin.co.kr/product/31294/18/cover500/8954448720_1.jpg,9788954448727,['청소년']
부는 어디서 오는가,월리스 D. 와틀스,포레스트북스,https://image.aladin.co.kr/product/30681/2/cover500/k212830133_1.jpg,9791192625775,['자기계발']
내가 죽기로 결심한 것은 4,YUJU,네이버웹툰,https://image.aladin.co.kr/product/31147/98/cover500/k322831043_1.jpg,9791169305044,['만화']
1페이지 마케팅 플랜,앨런 딥,알파미디어,https://image.aladin.co.kr/product/30720/71/cover500/k922830244_1.jpg,9791191122398,['경제경영']
명품 C++ Programming,황기태,생능,https://image.aladin.co.kr/product/13828/15/cover500/8970509437_1.jpg,9788970509433,"['대학교재/전문서적', '컴퓨터/모바일']"
심야식당 26,아베 야로,미우(대원씨아이),https://image.aladin.co.kr/product/31190/14/cover500/k462831857_1.jpg,9791169796682,['만화']
일본어 상용한자 무작정 따라하기 1,권경배,길벗이지톡,https://image.aladin.co.kr/product/30963/79/cover500/k172831201_1.jpg,9791140703050,['외국어']
스탠퍼드식 리더십 수업,스티븐 머피 시게마쓰,로크미디어,https://image.aladin.co.kr/product/31248/14/cover500/k212832264_2.jpg,9791140807727,['자기계발']
돈은 좋지만 재테크는 겁나는 너에게,뿅글이,황금부엉이,https://image.aladin.co.kr/product/30921/24/cover500/8960306134_3.jpg,9788960306134,"['경제경영', '에세이']"
훌훌,문경민,문학동네,https://image.aladin.co.kr/product/28852/12/cover500/895468503x_1.jpg,9788954685030,"['청소년', '추천도서']"
베싸육아,박정은,래디시,https://image.aladin.co.kr/product/30830/53/cover500/k482831279_1.jpg,9791198129109,['좋은부모']
미시경제학,이준구,문우사(도서출판),https://image.aladin.co.kr/product/17761/15/cover500/k682534224_1.jpg,9791185994598,"['경제경영', '대학교재/전문서적']"
심리학의 이해 (윤가현 외),윤가현,학지사,https://image.aladin.co.kr/product/19929/66/cover500/8999717607_1.jpg,9788999717604,"['대학교재/전문서적', '인문학']"
맛있는 일본어 Level 1,문선희,맛있는Books(JRC북스),https://image.aladin.co.kr/product/17554/0/cover500/k992534405_2.jpg,9791161480268,['외국어']
2023 K리그 스카우팅리포트,"김성원, 이원만, 김진회, 윤진만, 박찬준, 김가을",브레인스토어,https://image.aladin.co.kr/product/31064/38/cover500/k332831525_2.jpg,9791169780056,['건강/취미']
죽음의 역사,앤드루 도이그,브론스테인,https://image.aladin.co.kr/product/31138/44/cover500/k952831041_1.jpg,9791140806409,"['과학', '역사']"
논리적 사고와 글쓰기 (개정판),가톨릭관동대학교 교재 편찬위원회,경진,https://image.aladin.co.kr/product/23450/40/cover500/8959967297_1.jpg,9788959967292,['대학교재/전문서적']
2024 UNION 변호사시험 민법 선택형 기출문제집 1 : 기출편,MGI 메가고시 연구소,인해,https://image.aladin.co.kr/product/31295/13/cover500/k152832677_1.jpg,9791155778050,['수험서/자격증']
정리하는 뇌,대니얼 J. 레비틴,와이즈베리,https://image.aladin.co.kr/product/6176/20/cover500/893783765x_2.jpg,9788937837654,"['과학', '인문학']"
넛지 : 파이널 에디션,"리처드 H. 탈러, 캐스 R. 선스타인",리더스북,https://image.aladin.co.kr/product/29661/40/cover500/8901260670_3.jpg,9788901260679,['경제경영']
프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),https://image.aladin.co.kr/product/27045/43/cover500/8925588730_1.jpg,9788925588735,['소설/시/희곡']
해커스 일본어 JLPT N3 (일본어능력시험) 한 권으로 합격,해커스 JLPT 연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/23693/3/cover500/s965423406_2.jpg,9788965423409,['외국어']
다이어트 사이언스 2022,최겸,린체인저스,https://image.aladin.co.kr/product/29252/67/cover500/k812837397_1.jpg,9791197834202,['건강/취미']
2023 문동균 한국사 문단속 적중 최종병기 Final 모의고사,문동균,에스티유니타스,https://image.aladin.co.kr/product/30958/75/cover500/k922831101_1.jpg,9791169660037,['수험서/자격증']
사소한 것들이 신경 쓰입니다,마스다 미리,㈜소미미디어,https://image.aladin.co.kr/product/31060/1/cover500/k852831427_1.jpg,9791138435925,['에세이']
히라노와 카기우라 3,하루소노 쇼,대원씨아이(만화),https://image.aladin.co.kr/product/31246/98/cover500/k032832260_1.jpg,9791169793964,['만화']
거의 모든 행동 표현의 영어,서영조,사람in,https://image.aladin.co.kr/product/29021/3/cover500/8960499374_2.jpg,9788960499379,"['외국어', '추천도서']"
20일 만에 끝내는 해커스 토익 750+ RC (리딩),David Cho,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/27414/48/cover500/8965424224_1.jpg,9788965424222,['외국어']
블라인드 7,"잠뜰TV (원작), 한바리 (글), 루체 (그림)",서울문화사,https://image.aladin.co.kr/product/31216/70/cover500/k832831153_1.jpg,9791169231374,['어린이']
봇치·더·록! 1,하마지 아키,대원씨아이(만화),https://image.aladin.co.kr/product/30217/25/cover500/k232839496_1.jpg,9791169189781,['만화']
무기가 되는 스토리,도널드 밀러,윌북,https://image.aladin.co.kr/product/16901/95/cover500/k022534274_1.jpg,9791155811856,"['경제경영', '자기계발']"
동인녀의 감정,사나다 츠즈루,길찾기,https://image.aladin.co.kr/product/30556/99/cover500/k782830403_1.jpg,9791167691620,['만화']
굿바이 선언,"미즈키 미도리, 아루세치카",디앤씨미디어(주)(D&C미디어),https://image.aladin.co.kr/product/31222/84/cover500/k102831254_1.jpg,9791127867683,['소설/시/희곡']
펠로폰네소스 전쟁사,투퀴디데스,도서출판 숲,https://image.aladin.co.kr/product/1199/79/cover500/899129040x_1.jpg,9788991290402,"['고전', '역사', '추천도서']"
2023 이기적 컴퓨터활용능력 1급 필기 + 실기 상시 시험 공략집,"홍태성, 박윤정",영진.com(영진닷컴),https://image.aladin.co.kr/product/30791/60/cover500/8931466412_1.jpg,9788931466416,"['수험서/자격증', '컴퓨터/모바일']"
별의 시간,클라리시 리스펙토르,을유문화사,https://image.aladin.co.kr/product/31132/30/cover500/8932461368_1.jpg,9788932461366,['소설/시/희곡']
누구나 쉽게 즐기는 C언어 콘서트,천인국,생능,https://image.aladin.co.kr/product/27666/85/cover500/8970504931_1.jpg,9788970504933,['컴퓨터/모바일']
여자를 모욕하는 걸작들,"한승혜, 박정훈, 김용언, 심진경, 이라영, 조이한, 정희진, 장은수",문예출판사,https://image.aladin.co.kr/product/31100/2/cover500/8931023065_1.jpg,9788931023060,"['사회과학', '에세이', '인문학']"
수학 1 : 미분적분학,"민만식, 정문자, 정형철, 황상민, 이성, 김경화",한티미디어,https://image.aladin.co.kr/product/31223/42/cover500/896421451x_1.jpg,9788964214510,['대학교재/전문서적']
하나님의 기쁨을 위하여 살자,유기성,규장(규장문화사),https://image.aladin.co.kr/product/31228/3/cover500/k552832965_1.jpg,9791165044145,['종교/역학']
탑다운 스웨터 & 카디건,슬로우플로우,경향BP,https://image.aladin.co.kr/product/31268/18/cover500/8969525335_1.jpg,9788969525338,"['건강/취미', '요리/살림']"
클루지,게리 마커스,갤리온,https://image.aladin.co.kr/product/285/55/cover500/s132635239_1.jpg,9788901090184,['인문학']
서울 부동산 절대원칙,김학렬(빠숑),길벗,https://image.aladin.co.kr/product/30832/87/cover500/k372831274_1.jpg,9791140702718,['경제경영']
해커스 토익 실전 1000제 2 RC Reading (리딩) 문제집 (2023 최신개정판),해커스어학연구소,해커스어학연구소(Hackers),https://image.aladin.co.kr/product/30708/95/cover500/8965425387_1.jpg,9788965425380,['외국어']
붕괴하는 세계와 인구학,피터 자이한,김앤김북스,https://image.aladin.co.kr/product/30936/92/cover500/8989566886_1.jpg,9788989566885,['사회과학']
2023 전한길 한국사 4.0 실전동형 모의고사,전한길,전한길한국사,https://image.aladin.co.kr/product/30822/53/cover500/k362831876_1.jpg,9791191454222,['수험서/자격증']
파이썬 for Beginner,우재남,한빛아카데미(교재),https://image.aladin.co.kr/product/28515/38/cover500/k112835930_1.jpg,9791156645740,"['대학교재/전문서적', '컴퓨터/모바일']"
2023 에듀윌 산업안전기사 실기 한권끝장 [필답형+작업형],최창률,에듀윌,https://image.aladin.co.kr/product/31010/96/cover500/k552831313_1.jpg,9791136024640,['수험서/자격증']
현자의 제자를 자칭하는 현자 17,류센 히로츠구,㈜소미미디어,https://image.aladin.co.kr/product/31249/9/cover500/k052832267_1.jpg,9791138412704,['소설/시/희곡']
이해하기 쉬운 식생활과 건강,"김선효, 이경애, 이현숙, 김미현, 김지명, 이옥희",파워북,https://image.aladin.co.kr/product/30905/78/cover500/8981605017_1.jpg,9788981605018,['대학교재/전문서적']
나만 없어 토끼!,"토베 피에루 (글), 마리카 마이얄라 (그림), 기영인 (옮긴이)",블루밍제이,https://image.aladin.co.kr/product/31182/95/cover500/k482831859_1.jpg,9791197525353,['유아']
부의 빅 히스토리,"마크 코야마, 재러드 루빈",윌북,https://image.aladin.co.kr/product/31116/55/cover500/k892831847_1.jpg,9791155815854,"['경제경영', '역사']"
달러구트 꿈 백화점 2 (레인보우 에디션),이미예,팩토리나인,https://image.aladin.co.kr/product/29895/54/cover500/k512838938_1.jpg,9791165343729,['소설/시/희곡']
"돈, 뜨겁게 사랑하고 차갑게 다루어라",앙드레 코스톨라니,미래의창,https://image.aladin.co.kr/product/6688/7/cover500/8959893544_3.jpg,9788959893546,['경제경영']
보도 섀퍼의 이기는 습관,보도 섀퍼,토네이도,https://image.aladin.co.kr/product/29037/54/cover500/k402836832_1.jpg,9791158512378,['자기계발']
부의 인문학 (20만부 기념 개정증보판),우석(브라운스톤),오픈마인드,https://image.aladin.co.kr/product/28967/26/cover500/k032836725_1.jpg,9791196851200,['경제경영']
초역 니체의 말,프리드리히 니체,삼호미디어,https://image.aladin.co.kr/product/29982/17/cover500/8978496628_1.jpg,9788978496629,['인문학']
2023 이유진 국어 필사즉생 모의고사 3 : 실전유형,"이유진, 최형우",고시동네,https://image.aladin.co.kr/product/31099/89/cover500/k022831630_1.jpg,9791168181304,['수험서/자격증']
흔한남매 수수께끼 어드벤처 2,"흔한남매 (원작), 노지영 (글), 도니패밀리 (그림), 흔한컴퍼니, 정재형 (감수)",미래엔아이세움,https://image.aladin.co.kr/product/31033/55/cover500/k112831415_1.jpg,9791168414921,['어린이']
